package,owner
kmer,shaunpwilkinson
kmi,aallignol
kml,cran
kml3d,cran
kmodR,cran
KMsurv,jun-yan
KMunicate,ellessenne
KnapsackSampling,chinsoon12
KneeArrower,cran
knitcitations,cboettig
knitLatex,coachshea
knitr,yihui
knitrBootstrap,jimhester
knitrdata,dmkaplan2000
knitrProgressBar,rmflight
knitxl,dreanod
knn.covertree,flying-sheep
knnp,grasia
KNNShiny,kartikeyabolar
kNNvs,eddie0118
knnwtsim,mtrupiano1
knockoff,msesia
KnockoffScreen,cran
KnockoffTrio,cran
knotR,robinhankin
KnowBR,cran
KnowSeq,bioc
kntnr,yutannihilation
KoboconnectR,asitav-sen
KODAMA,tkcaccia
kofdata,kof-ch
kofnGA,cran
KOGMWU,z0on
kohonen,rwehrens
kokudosuuchi,yutannihilation
komaletter,rnuske
konfound,konfound-project
KONPsurv,matan-schles
koRpus,undocumeantit
koRpus.lang.en,undocumeantit
kosel,cran
KoulMde,jwboys26
Kpart,egolinko
KPC,zh2395
kpcalg,cran
kpeaks,cran
kpmt,map2085
kpodclustr,jocelynchi
KraljicMatrix,koalaverse
kriens,cran
krige,byersjs
kriging,oeo4b
KrigInv,dazzimonti
krippendorffsalpha,drjphughesjr
KRIS,cran
KRLS,jankee2022
krm,youyifong
KRMM,ljacquin
kronos,thomazbastiaanssen
ks,tarnduong
KSA,aboaziz1
kSamples,cran
KScorrect,pnovack-gottshall
KSD,minhyung-kang
KSEAapp,casecpb
kselection,drodriguezperez
KSgeneral,raymondtsr
ksharp,tkonopka
ksNN,keeeeei0315
KSPM,catherineschramm
ksrlive,cran
kssa,pipeben
kst,chockemeyer
kStatistics,cran
kstIO,chockemeyer
kstMatrix,chockemeyer
ktaucenters,jdgonzalezwork
KTensorGraphs,miguelrosa90
ktsolve,cellocgw
ktweedie,ly129
kuiper.2samp,cran
Kurt,cran
kutils,pauljohn32
kvh,sgsokol
kwb.hantush,kwb-r
kyotil,youyifong
kza,closebrian
kzs,cran
l0ara,cran
L0Learn,hazimehh
l1ball,cran
l1kdeconv,zhaoli2017
L1pack,faosorios
l1spectral,cran
l2boost,ehrlinger
L2DensityGoFtest,cran
L2E,jocelynchi
LA,cran
LabApplStat,bomarkussen
labdsv,dvrbts
label.switching,mqbssppe
labeling,nunosempere
labelled,larmarange
labelmachine,a-maldet
labelVector,nutterb
lablaster,alexsb1
labNorm,aviezerl
LabourMarketAreas,cran
labourR,eworx-org
LabRS,agnesevardanega
labsimplex,crparedes
labstatR,cran
labstats,stanlazic
LACE,bimib-disco
lacm,cran
lacrmr,ixpantia
lactater,fmmattioni
lactcurves,evastrucken
lacunaritycovariance,kasselhingee
LAD,fchianucci
laeken,aalfons
LaF,djvanderlaan
lagged,geobosh
LAGOSNE,cont-limno
laGP,rbgramacy
lagsarlmtree,zeileis
LagSequential,bpoconnor
Lahman,cdalzell
LakeMetabolizer,gleon
lakemorpho,jhollist
laketemps,gleon
LAM,alexanderrobitzsch
lambda.r,cran
lambdaTS,cran
lambdr,mdneuzerling
LambertW,gmgeorg
lamme,qmmmmliu
lamW,aadler
landest,laylaparast
Landmarking,isobelbarrott
landmix,laylaparast
landpred,laylaparast
landsat,sarahgoslee-usda
landsat8,cran
landscapemetrics,r-spatialecology
landscapeR,dariomasante
landscapetools,ropensci
landsepi,cran
Langevin,cran
langevitour,pfh
languagelayeR,colinfay
languageR,cran
languageserver,reditorsupport
languageserversetup,jozefhajnala
lans2r,kopflab
LaplaceDeconv,cran
LaplacesDemon,laplacesdemonr
lapmix,bioc
lar,rlzijdeman
lares,laresbernardo
lareshiny,laresbernardo
LARF,cran
largeList,yuchun-zhang
LARisk,cran
lars,trevorhastie
LassoBacktracking,rajenshah
LassoGEE,liygcr
LassoNet,jstriaukas
lassopv,lingfeiwang
lassoshooting,tabenius
LassoSIR,zhaozhg81
latdiag,deweyme
latentcor,mingzehuang
latentFactoR,alexchristensen
latentgraph,cran
latentnet,statnet
later,r-lib
Laterality,antonyborel
latex2exp,stefano-meschiari
latexdiffr,hughjonesd
latexpdf,bergsmat
latrend,philips-software
latte,dkahle
lattice,deepayan
latticeDensity,ronbarry
LatticeDesign,cran
latticeExtra,r-forge
LatticeKrig,dnychka
lava,kkholst
lavaan,cran
lavaan.shiny,kylehamilton
lavaan.survey,daob
lavaanExtra,rempsyc
lavaanPlot,alishinski
lavacreg,chkiefer
LavaCvxr,cran
lavaSearch2,bozenne
Lavash,boriking81
LAWBL,jinsong-chen
lawstat,vlyubchich
lax,paulnorthrop
lazy,theoverhelst
lazyarray,dipterix
lazybar,finyang
lazyData,billvenables
lazyeval,hadley
lazyNumbers,stla
lazysf,hypertidy
lazysql,uweblock
lazytrade,vzhomeexperiments
lazyWeave,nutterb
lba,ivanalaman
LBE,bioc
lbfgs,antoniocoppola
lbfgsb3c,mattfidler
lbm,zhuchao0228
lboxcox,ubclxing
LBPG,cran
lbreg,cran
LBSPR,adrianhordyk
LCA,edcurry
LCAextend,cran
lcars,leonawicz
LCAvarsel,michaelfop
lcc,prof-thiagooliveira
LCCR,francescobartolucci
lcda,mchlbckr
LCF,cran
LCFdata,cran
lchemix,wzhang17
LCMCR,dmanriqu
lcmm,cecileproust-lima
LCMSQA,jaehyunjoo
lconnect,fmestre1
lcopula,lbelzile
lcpm,cran
lcra,umich-biostatistics
lcsm,milanwiedemann
lctools,kalogirous
lcyanalysis,john401528
lda,slycoder
LDAandLDAS,cran
LDABiplots,pilacuan-bonete-luis
ldamatch,kylebgorman
ldaPrototype,jonasrieger
LDAShiny,javierdelahoz
ldat,djvanderlaan
LDATS,weecology
ldatuning,nikita-moor
LDAvis,cpsievert
ldblock,vjcitn
ldbod,kwilliams83
ldbounds,aflyfortrout
LDcorSV,aursiber
lddmm,cran
ldhmm,slihn
LDLcalc,paplomatasp
LDlinkR,cbiit
LDNN,vasileioskarapoulios
LDRTools,klauschn
ldsep,dcgerard
ldsr,critical-infrastructure-systems-lab
ldt,rmojab63
LEA,bioc
leabRa,johannes-titz
leaderCluster,statsmaths
LeafArea,mattocci27
leafdown,andreash0
leafem,r-spatial
leafgl,r-spatial
leaflegend,tomroh
leaflet,rstudio
leaflet.esri,trafficonese
leaflet.extras,bhaskarvk
leaflet.extras2,trafficonese
leaflet.minicharts,veroniquerte
leaflet.multiopacity,meantrix
leaflet.opacity,be-marc
leaflet.providers,rstudio
leafletCN,lchiffon
leafpm,r-spatial
leafpop,r-spatial
leafR,draalmeida
leafSTAR,aguslespi
leafsync,r-spatial
leaftime,timelyportfolio
leanpubr,muschellij2
LEANR,cran
LEAP,cran
leapp,cran
leaps,tslumley
LeArEst,cran
LearnBayes,bayesball
LearnClust,robertoalcantara9
LearnGeom,albrizre
learningr,richierocks
LearningRlab,cran
LearningStats,maribelborrajo
learningtower,kevinwang09
learNN,bquast
LearnPCA,bryanhanson
learnPopGen,liamrevell
learnr,rstudio
learnrbook,aphalo
leastcostpath,josephlewis
ledger,trevorld
LedPred,aitgon
leem,bendeivide
leerSIECyL,cran
lefko3,cran
lefser,waldronlab
legion,config-i1
legislatoR,saschagobel
LEGIT,alexiajm
legocolors,leonawicz
lehdr,jamgreen
leiden,tomkellygenetics
leidenAlg,kharchenkolab
leidenbase,cole-trapnell-lab
leiv,davidsleonard
LeMaRns,michaelspence
lemna,nkehrein
lemon,stefanedwards
lenght,cobrbra
lenses,cfhammill
leontief,pachamaltese
leprechaun,cran
leptokurticMixture,rpbrowne
leri,earthlab
lero.lero,lucasprocessi
les,bioc
less,bozercavdar
lessR,dgerbing
lessSEM,jhorzek
lest,s-fleck
lestat,pettermostad
letsR,macroecology
levi,bioc
levitate,lewinfox
LexFindR,maglab-uconn
lexicon,trinker
lexiconPT,sillasgonzaga
LexisNexisTools,jbgruber
LexisPlotR,ottlngr
lexRankr,adamspannbauer
lfa,storeylab
lfactors,pdbailey0
LFApp,fpaskali
lfc,erhard-lab
lfda,terrytangyuan
LFDR.MLE,txucrut
LFDR.MME,cran
LFDREmpiricalBayes,empiricalbayes
lfe,matthieustigler
lfl,beerda
lfmm,bcm-uga
lfstat,mundl
lg,hotneim
lgarch,cran
lgcp,bentaylor1
LGDtoolkit,andrija-djurovic
LGEWIS,cran
lglasso,jiezhou-2
lgpr,jtimonen
lgr,s-fleck
lgrdata,remkoduursma
lgrExtra,s-fleck
LGRF,cran
lgtdl,aallignol
LHD,cran
lhmixr,mintoc
lhs,bertcarnell
liayson,noemiandor
libbib,tonyfischetti
libcoin,thothorn
libgeos,paleolimbot
LiblineaR,dnalytics
LibOPF,rafaeljm
libr,dbosak01
Libra,cran
librarian,desiquintans
librarysnapshot,petermeissner
libstableR,javroyva
LIC,cran
lidaRtRee,jmmonnet
lidR,r-lidar
lifecontingencies,spedygiorgio
lifecourse,marmalade-icecream
lifecycle,r-lib
LifeHist,ruben-hernan
LifeInsuranceContracts,kainhofer
lifelogr,lisaannyu
lifeR,jcoliver
LifeTables,cran
lift,sghoorna
liftLRD,cran
liftr,nanxstats
lifx,mabafaba
liger,jefworks
lightgbm,cran
LightningR,ermlab
lightr,ropensci
lightsout,daattali
likelihood,lmurphy186232
likelihoodAsy,rugbel
likelihoodExplore,benbarnard
likelihoodR,cran
likert,jbryer
LikertMakeR,winzarh
lilikoi,granatumx
lillies,cran
LilRhino,cran
LIM,karlines
lime,thomasp85
liminal,sa-lee
limma,gksmyth
limmaGUI,gksmyth
LimnoPalettes,swampthingpaul
limonaid,matherion
limorhyde,hugheylab
limorhyde2,hugheylab
limSolve,karlines
lin.eval,vishesh-shrivastav
linbin,ezwelty
LinCal,cran
lincom,cran
linconGaussR,yunyishen
LindenmayeR,bryanhanson
lindia,yeukyul
LindleyPowerSeries,tragedybmc127
linea,cran
LineagePulse,yoseflab
lineagespot,biodataanalysisgroup
LinearDetect,cran
linearModel,cran
LinearRegressionMDE,cran
lineartestr,federicogarza
linelist,epiverse-trace
linemap,riatelab
linERR,cran
lineup,kbroman
lineup2,kbroman
lineupjs,lineupjs
lingglosses,agricolamz
lingmatch,miserman
lingtypology,ropensci
linguisticsdown,liao961120
link2GI,r-spatial
Linkage,cran
LinkageMapView,bio-services
linkcomm,alextkalinka
LinkedGASP,ksenia-kyzyurova
linkedInadsR,pablosanmar
LinkedMatrix,quantgen
LinkHD,bioc
linkprediction,recon-icm
linkspotter,orange-opensource
linl,eddelbuettel
linne,johncoene
Linnorm,bioc
linpk,benjaminrich
linprog,r-forge
LinRegInteractive,datscimema
LINselect,cran
LinTInd,bioc
lintools,data-cleaning
lintr,r-lib
lionessR,mararie
lipidmapsR,mingzhuotina
LipidMS,maialba3
lipidomeR,cran
lipidr,ahmohamed
liqueueR,datawookie
LiquidAssociation,bioc
lira,cran
lisa,tylerlittlefield
lisaClust,ellispatrick
lisrelToR,cran
list,graemeblair
listArray,sigbertklinke
listarrays,t-kalinowski
listcomp,dirkschumacher
listcompr,patrickroocks
listdown,kaneplusplus
listenv,henrikbengtsson
LIStest,cran
listr,cran
listviewer,timelyportfolio
listWithDefaults,russellpierce
lite,paulnorthrop
liteq,r-lib
literanger,stephematician
litRiddle,computationalstylistics
litteR,cran
litterfitter,cornwell-lab-unsw
littler,eddelbuettel
liureg,itfeature
live,modeloriented
livechatR,lawwu
liver,rezamoammadi
ljr,cran
LKT,optimal-learning-lab
llama,larskotthoff
llbayesireg,rosineide
LLM,arnoxieseg
llogistic,rosineide
LLSR,diegofcoelho
lm.beta,cran
lm.br,cran
lmap,mjderooij
lmboot,meganheyman
LMD,shubhra-opensource
lmDiallel,onofriandreapg
lmdme,bioc
lmds,dynverse
lme4,lme4
lmeInfo,jepusto
LMERConvenienceFunctions,cran
lmeresampler,aloy
lmerPerm,cran
lmerTest,runehaubo
lmeSplines,agalecki
LMest,francescobartolucci
lmf,cran
LMfilteR,chrisscod
lmfor,laurimeh
lmForc,nelson-n
lmls,hriebl
lmm,jinghuazhao
LMMELSM,stephensrmmartin
lmmot,mnwright
lmmpar,fulyagokalp
LMMsolver,bartjanvanrossum
LMMstar,bozenne
LMN,mlysy
lmodel2,jarioksa
LMoFit,mohanad-zaghloul
lmom,cran
lmomco,wasquith
Lmoments,juhakarvanen
lmomPi,ecor
lmomRFA,cran
lmPerm,mtorchiano
lmQCM,huangzhii
lmreg,williamqjw
lmridge,itfeature
lmSubsets,marc-hofmann
lmtest,zeileis
lmtestrob,cran
lmtp,nt-williams
lmviz,cran
lmw,ngreifer
lncDIFF,qianli10000
LncFinder,han-siyu
LncPath,hanjunwei-lab
LNIRT,cran
lnmCluster,cran
LNPar,marco-bee
loa,r-forge
loadeR,promidat
loadings,hiroyukiyamamoto
loadr,databio
loadshaper,riazakhan94
LoBrA,ac-hauschild
LOBSTAHS,vanmooylipidomics
LobsterCatch,pnickchi
lobstr,r-lib
LocalControl,cran
LocalControlStrategy,cran
localFDA,aefdz
localgauss,torekleppe
localICE,viadee
localIV,xiangzhou09
localModel,modeloriented
localScore,cran
localsolver,cran
locaR,rhedley
locateip,judith-bourque
locatexec,ardata-fr
locationgamer,maxcal88
locfdr,hrpcisd
locfit,andyliaw-mrk
loci2path,stanleyxu
locits,cran
Lock5Data,statmanrobin
Lock5withR,rpruim
LocKer,cran
locpol,cran
locpolExpectile,16cile
locStra,ghahn-hsph
LOCUS,cran
loder,jonclayden
lodGWAS,cran
lodi,umich-cphds
lodr,kmdono02
loe,cran
loedata,cran
loewesadditivity,skgallagher
log,devopifex
log4r,johnmyleswhite
LOGAN,derecost
LOGANTree,cran
logbin,mdonoghoe
LogConcDEAD,ychen101
logconcens,cran
logcondens,numbersman77
logcondiscr,numbersman77
logger,daroczig
logging,wlogsolutions
loggit,ryapric
logib,cran
logiBin,snehatody1
logicDT,michlau
logicFS,holgerschw
LogicReg,cran
logihist,cran
logistf,georgheinze
logistic4p,johnnyzhz
LogisticCurveFitting,debarghya9394
logisticPCA,andland
LogisticRCI,cran
logisticRR,youjin1207
logitFD,cran
logitnorm,bgctw
logitr,jhelvy
logitT,bioc
logKDE,andrewthomasjones
loglognorm,olafmersmann
logmult,nalimilan
lognorm,bgctw
logNormReg,vitomuggeo
logOfGamma,philliplab
logr,dbosak01
LogRegEquiv,cran
logrx,pharmaverse
logspline,cran
lokern,mmaechler
LOLA,nsheff
lolliplot,zhangrenl
lolog,statnet
lolR,neurodata
LOMAR,jkh1
lomb,cran
long2lstmarray,luisgarcez11
LongCART,madanstat
longCatEDA,stueller
LongDat,ccy-dev
longit,atanubhattacharjee
longitudinal,cran
longitudinalcascade,noahhaber
longitudinalData,cran
LongituRF,sistm
longke,shixuanwang43
longmemo,mmaechler
LongMemoryTS,funwithr
longmixr,cellmapslab
longpower,mcdonohue
longROC,cran
longRPart2,rjacobucci
longsurr,laylaparast
longurl,hrbrmstr
loo,stan-dev
lookout,sevvandi
lookup,kwstat
lookupTable,enzochia
LoomExperiment,bioc
loon,rwoldford
loon.data,great-northern-diver
loon.ggplot,great-northern-diver
loon.shiny,z267xu
loon.tourr,z267xu
LoopAnalyst,alexisdinno
LoopDetectR,kathbaum
LoopRig,cran
LOPART,tdhock
lordif,cran
lorec,rluo
lorem,gadenbuie
lorentz,robinhankin
lorenz,ajc29
LorenzRegression,althejack
lori,cran
LOST,jessica-arbour
LotkasLaw,kciv
lotri,nlmixr2
LowMACA,gmelloni
lowmemtkmeans,andrewthomasjones
lowpassFilter,florianpein
LowWAFOMNX,mersennetwister-lab
LowWAFOMSobol,mersennetwister-lab
lpacf,adunaic
LPBkg,salgeri
lpc,danielawitten
lpcde,rajitachandak
LPCM,cran
lpda,mjnueda
lpdensity,xinweima
LPDynR,xavi-rp
LPE,bioc
LPEadj,bioc
LPGraph,cran
lphom,cran
lpint,fchenhku
lpirfs,adaemmerp
LPKsample,kaijunwang19
lpl,statapps
LPM,korry74
lpme,cran
LPmerge,jendelman
lpNet,bioc
LPower,cran
LPRelevance,kaijunwang19
lpridge,mmaechler
LPS,maressyl
LPsmooth,xiangyu2022
lpSolve,gaborcsardi
lpSolveAPI,fl0sch
lpsymphony,bioc
LPWC,gitter-lab
LqG,lirong95
lqmix,mfrancesca-marino
lqmm,cran
lqr,chedgala
LRBaseDbi,kokitsuyuzaki
LRcell,marvinquiet
LRcontrast,cran
lrd,npm27
LREP,jiqiaingwu
lrequire,rickwargo
lrgs,abmantz
lrmest,cran
LRMF3,rohelab
LRQMM,rezaalavian
lrstat,kaifenglu
LRTesteR,gmcmacran
LRTH,cran
LS2W,eckleyi
LS2Wstat,cran
lsa,fwild
LSAfun,fguenther
LSAmitR,thkiefer
lsasim,tmatta
lsbclust,schoonees
lsbs,weng-gw
LSD,birdumbrella
lsdbc,ulandarisyamsudin
LSDinterface,santannaks
LSDsensitivity,santannaks
LSE,sergio05acm
lsei,yong3738
lsirm12pl,jinaparkkk
lsl,psyphh
lslx,psyphh
lsm,jlvia1191
lsmeans,rvlenth
LSMonteCarlo,cran
LSMRealOptions,tomaspinall
lsnstat,la-societe-nouvelle
lspartition,yingjieum
LSPFP,cran
lspline,mbojan
lspls,bhmevik
lsplsGlm,cran
lsr,djnavarro
LSRS,mehdisarparast
lss2,asatwani2
LST,bappa10085
LSTS,pachadotdev
LSVAR,peiliangbai92
LSWPlib,cran
LSX,koheiw
ltable,cran
LTASR,cran
lterpalettefinder,lter
ltm,drizopoulos
ltmix,martinblostein
ltmle,joshuaschwab
LTPDvar,cran
LTRCtrees,cran
ltsa,angusian
ltsk,dliang-cbl
ltsspca,yixinww
ltxsparklines,borisveytsman
lubridate,tidyverse
luca,jshinb
lucas,momut1
lucid,kwstat
LUCIDus,uscbiostats
ludic,borishejblum
lue,manidhill0n
lulcc,simonmoulds
lumberjack,markvanderloo
lumi,bioc
Luminescence,r-lum
lunar,cran
lutz,ateucher
luz,mlverse
luzlogr,bpbond
lvec,djvanderlaan
LVGP,siyutao2020
lvm4net,igollini
lvmcomp,slzhang-fd
lvmisc,verasls
lvnet,cran
lvplot,hadley
LW1949,jvadams
LWFBrook90R,pschmidtwalter
lwgeom,r-spatial
lwqs,cran
LymphoSeq,bioc
LZeroSpikeInference,jewellsean
m2b,ldbk
m2r,coneill-math
M2SMF,yinxy1992
M2SMJF,yinxy1992
M3C,crj32
M3Drop,tallulandrews
m5,krzjoa
m61r,pv71u98h1
m6Aboost,zarnackgroup
MAAPER,vivianstats
Maaslin2,biobakery
maat,choi-phd
mable,cran
MABOUST,cran
Macarron,bioc
macat,bioc
macc,cran
MACER,rgyoung6
MachineShop,brian-j-smith
macleish,beanumber
maclogp,yuanyuanli96
maCorrPlot,bioc
MACP,mrbakhsh
macroBiome,szelepcsenyi
macrocol,pedrocabraacela
macrosyntR,samilhll
MacroZooBenthosWaterA,cran
MACSQuantifyR,bioc
MACSr,bioc
mactivate,davezes
maczic,cran
MAd,acdelre
mada,doebler
maddison,expersso
made4,bioc
madgrad,dfalbel
maditr,gdemin
madness,shabbychef
MADPop,mlysy
madr,mattcefalu
madrat,pik-piam
mads,distancedevelopment
MADSEQ,ykong2
madshapR,maelstrom-research
madsim,doulaye
Maeswrap,remkoduursma
maftools,poisonalien
MAGAR,mpiicomputationalepigenetics
magclass,pik-piam
MAGeCKFlute,bioc
MAGEE,hanchenphd
magi,shihao-yang
magic,robinhankin
magicaxis,asgr
magicfor,hoxo-m
magick,ropensci
magickGUI,shotaochi
magicLamp,swarm-lab
MagmaClustR,arthurleroy
magmaR,dtm2451
MAGNAMWAR,johnchaston
magpie,dxd429
magree,mclements
magrene,almeidasilvaf
magrittr,tidyverse
maGUI,dhammapalb
MAI,kechrislab
maic,heorltd
maicChecks,l-yau
maigesPack,bioc
mail,cran
mailchimpR,pablosanmar
mailmerge,andrie
mailR,rpremrajgit
mailtoR,feddelegrand7
MainExistingDatasets,ecamenen
MAINT.Data,cran
MAIT,bioc
MajKMeans,sheikhy1
makecdfenv,bioc
makedummies,toshi-ara
MakefileR,krlmlr
makeFlow,cran
makeit,arni-magnusson
makemyprior,ingebogh
makePalette,musajajorge
makepipe,kinto-b
makeProject,cran
maketools,jeroen
makeunique,selkamand
MakeYourPalette,musajajorge
MAKL,begumbektas
malan,mikldk
malani,mehrabgbari
malariaAtlas,malaria-atlas-project
malaytextr,zahiernasrudin
MALDIquant,sgibb
MALDIquantForeign,sgibb
MALDIrppa,japal
mallet,mimno
malvinas,jcrodriguez1989
MAMS,cran
ManagedCloudProvider,jiefei-wang
managelocalrepo,imanuelcostigan
MANCIE,wtwt5237
mand,cran
MandalaR,lucianea
mandelbrot,blmoore
manet,cran
mangoTraining,mangothecat
Mangrove,lowk
manhattanly,sahirbhatnagar
manhplot,cgrace1978
manifestoR,manifestoproject
manifold,cran
ManifoldOptim,cran
manipulate,jjallaire
manipulateWidget,rte-antares-rpackage
ManlyMix,xzhu20
MANOR,pneuvial
MAnorm2,tushiqi
MANOVA.RM,smn74
MantaID,cran
MantelCorr,bioc
manydata,globalgov
manymodelr,nelson-gon
manymome,sfcheung
manynet,snlab-ch
ManyTests,christianak
MaOEA,dots26
maotai,kisungyou
MAP,jjr1234
Map2NCBI,lauren-hanna
MAPA,trnnick
mapaccuracy,hagc
mapbayr,felicienll
mapboxapi,walkerke
mapboxer,crazycapivara
mapcan,cran
mapchina,xmc811
mapdata,adeckmyn
mapdeck,symbolixau
MapeBay,mariateresamm
mapedit,r-spatial
mapfit,okamumu
MapGAM,smbartell
mapi,spiry34
Mapinguari,gabrielhoc
mapiso,riatelab
MAPITR,mturchin20
mAPKL,bioc
mapme.biodiversity,mapme-initiative
mapmisc,cran
mapping,serafinialessio
mappings,benjaminrich
mapplots,hgerritsen
mappoly,mmollina
mappp,cole-brokamp
mapproj,adeckmyn
mapReasy,hasinurkhan
maPredictDSC,bioc
maps,adeckmyn
mapsapi,michaeldorman
mapscanner,ropensci
mapscape,bioc
mapsf,riatelab
mapsFinland,jkhaukka
mapSpain,ropenspain
mapsPERU,musajajorge
mapsRinteractive,ymutua
maptiles,riatelab
maptools,r-forge
maptpx,taddylab
maptree,rbgramacy
mapview,r-spatial
maq,grootci
mAr,cran
mar1s,aparamon
maraca,astrazeneca
marble,xilustat
march,cran
marcher,eligurarie
marelac,karlines
MareyMap,aursiber
marg,cran
margaret,coreofscience
MargCond,cran
marginaleffects,vincentarelbundock
marginalizedRisk,youyifong
MarginalMediation,tysonstanley
margins,leeper
marima,cran
mariner,bioc
mark,jmbarbone
markdown,rstudio
markdownInput,juliendiot42
marked,jlaake
markerpen,yixuan
MarketMatching,klarsen1
marketr,chrisumphlett
markets,pi-kappa-devel
markmyassignment,mansmeg
markophylo,cran
markovchain,spedygiorgio
Markovchart,cran
markovmix,zhuxr11
markovMSM,gsoutinho
MarkowitzR,shabbychef
marmap,ericpante
marp,kanji709
marqLevAlg,vivianephilipps
marr,ghoshlab
marray,bioc
MARSANNhybrid,cran
MARSGWR,cran
MARSS,atsa-es
MARSSVRhybrid,cran
martini,hclimente
MARVEL,cran
mas,alenxav
maSAE,fvafrcu
mase,mcconvil
maser,diogoveiga
mashr,stephenslab
maSigPro,mjnueda
maskBAD,bioc
maskRangeR,cmerow
mason,lwjohnst86
MASS,cran
MassArray,reidt03
masscor,crparedes
MASSExtra,billvenables
Massign,vankesteren
massiR,bioc
massiveGST,stefanomp
MassSpecWavelet,zeehio
MASSTIMATE,cran
MassWateR,massbays-tech
MAST,rglab
mastif,jimclarkatduke
mastR,davislaboratory
MAT,choi-phd
MATA,danielturek
matahari,jhudsl
match2C,bzhangupenn
matchbook,xanadunf
matchBox,bioc
matchFeat,ddegras
Matching,jasjeetsekhon
matchingR,jtilly
MatchIt,kosukeimai
MatchLinReg,asmahani
matchmaker,reconhub
matchMulti,cran
matchr,cmann3
MatchThem,farhadpishgar
matconv,sidjai
mateable,stuartwagenius
materialmodifier,tsuda16k
mathjaxr,wviechtb
mathml,mgondan
mathpix,jonocarroll
matlab,cran
matlab2r,ocbe-uio
matlabr,muschellij2
matlib,friendly
matman,cran
matpow,cran
matric,cytomining
matricks,krzjoa
matrisk,cran
Matrix,r-forge
matrixcalc,tomkellygenetics
MatrixCorrelation,khliland
matrixcut,cran
matrixdist,martinbladt
MatrixEQTL,andreyshabalin
MatrixExtra,david-cortes
MatrixGenerics,bioconductor
matrixLaplacian,terrytwu
MatrixLDA,ajmolstad
MatrixMixtures,gallaump
MatrixModels,r-forge
matrixNormal,phargarten2
matrixProfile,ainsuotain
matrixprofiler,matrix-profile-foundation
MatrixQCvis,bioc
MatrixRider,bioc
matrixsampling,stla
matrixset,pascalcroteau
matrixStats,henrikbengtsson
matrixStrucTest,bdsegal
matrixTests,karoliskoncevicius
matsbyname,matthewheun
matsindf,matthewheun
MatSkew,cran
matter,kuwisdelu
MatTransMix,xzhu20
matuR,josedv82
mau,pedroguarderas
mauricer,ropensci
MAVE,cran
maxcombo,tprior1
MaxentVariableSelection,alj1983
maximin,minniesun
MaximinInfer,cran
maxLik,otoomet
maxlike,cran
maxmatching,baolidakai
MaxMC,julienneves
maxnet,mrmaxent
maxnodf,darthkermit
MaxPro,shanbatr
MaxSkew,cran
maxstat,thothorn
maybe,armcn
MazamaCoreUtils,mazamascience
MazamaLocationUtils,mazamascience
MazamaRollUtils,mazamascience
MazamaSpatialPlots,mazamascience
MazamaSpatialUtils,mazamascience
MazamaTimeSeries,mazamascience
MAZE,meilinjiang
mazealls,shabbychef
mazeGen,aidenloe
mazeinda,alidalba
mazing,kstreet13
MB,cran
MBA,finleya
MBAmethyl,bioc
MBAnalysis,cran
MBASED,bioc
mbbefd,spedygiorgio
MBC,alexcannon
MBCB,bioc
MBCbook,cran
mbclusterwise,sbougeard
MBECS,rmolbrich
mbend,nilforooshan
MBESS,yelleknek
mbest,patperry
MBHdesign,cran
mbir,petersonkdon
mbkmeans,drisso
mblm,luqqe
MBmca,pcruniversum
MBMethPred,sharifrahmanie
mbmixture,kbroman
MBNMAdose,hugaped
MBNMAtime,hugaped
mbOmic,gongcongcong
mboost,boost-r
mBPCR,bioc
MBQN,arianeschad
mbQTL,mercedeh66
mbr,critical-infrastructure-systems-lab
mbrdr,cran
mbreaks,rodivinity
mbRes,phamdn
mbrglm,eulogepagui
MBSGS,benoit-liquet
MBSP,cran
mbsts,patning
MBttest,yuande
mBvs,kleest0
mc.heterogeneity,gabriellajg
mc2d,cran
MCARtest,cran
mcauchyd,cran
MCAvariants,cran
mcb,heming0425
MCBackscattering,cran
mcbette,ropensci
mcBFtest,cran
MCbiclust,bioc
mcbiopi,holgerschw
mcboost,mlr-org
mcca,gaoming96
mccca,cran
mccf1,kirin666
mcclust,cran
mccmeiv,chrismattstat
mccr,cran
MCDA,paterijk
mcemGLM,acosta-stat
mcen,cran
mcga,cran
mcglm,wbonat
MChtest,cran
MCI,cran
MCID,cran
MCL,rforaita
mclcar,shazhe
mclm,masterclm
mclogit,melff
mclust,luca-scr
mclustAddons,luca-scr
mclustcomp,kisungyou
MCM,jiahui1902
mcmc,cjgeyer
MCMC.OTU,z0on
MCMC.qpcr,z0on
MCMC4Extremes,cran
mcmcabn,cran
mcmcderive,poissonconsulting
mcmcensemble,bisaloo
MCMCglmm,jarrodhadfield
mcmcOutput,mikemeredith
MCMCpack,jongheepark
mcmcplots,s-mckay-curtis
MCMCprecision,danheck
mcmcr,poissonconsulting
mcmcsae,hjboonstra
mcmcse,dvats
MCMCtreeR,markmark-zz
MCMCvis,caseyyoungflesh
mcMST,jakobbossek
mcmsupply,hannahcomiskey
mco,olafmersmann
Mcomp,robjhyndman
mcompanion,geobosh
mcount,cran
mcp,lindeloev
MCPAN,cran
mcparallelDo,russellpierce
MCPMod,cran
MCPModBC,cran
MCPModGeneral,ilaga
MCPModPack,medianasoft
mcprofile,daniel-gerhard
MCPtests,cran
mcr,cran
mcreplicate,christophergandrud
MCS,cran
