package,registry,owner
MASS,cran,
MassArray,bioc,reidt03
MASSExtra,cran,billvenables
massiR,bioc,
MASSTIMATE,cran,
mastif,cran,jimclarkatduke
MAT,cran,choi-phd
MATA,cran,danielturek
match2C,cran,bzhangupenn
matchBox,bioc,
matchFeat,cran,ddegras
MatchLinReg,cran,asmahani
matchMulti,cran,
matchr,cran,cmann3
matlab,cran,
matman,cran,
matpow,cran,
matrisk,cran,
matrixcut,cran,
matrixLaplacian,cran,terrytwu
MatrixMixtures,cran,gallaump
matrixProfile,cran,ainsuotain
MatrixQCvis,bioc,
MatrixRider,bioc,
MatSkew,cran,
MatTransMix,cran,xzhu20
MAVE,cran,
maxcombo,cran,tprior1
maximin,cran,minniesun
MaximinInfer,cran,
maxLik,cran,otoomet
maxlike,cran,
maxmatching,cran,baolidakai
maxnodf,cran,darthkermit
MaxPro,cran,shanbatr
MaxSkew,cran,
maxstat,cran,thothorn
mazeinda,cran,alidalba
MB,cran,
MBA,cran,finleya
MBAmethyl,bioc,
MBAnalysis,cran,
MBASED,bioc,
MBC,cran,alexcannon
MBCB,bioc,
MBCbook,cran,
mbclusterwise,cran,sbougeard
MBHdesign,cran,
mbir,cran,petersonkdon
mblm,cran,luqqe
mBPCR,bioc,
mbrdr,cran,
MBSGS,cran,benoit-liquet
MBSP,cran,
mbsts,cran,patning
MBttest,bioc,yuande
mBvs,cran,kleest0
mc.heterogeneity,cran,gabriellajg
mc2d,cran,
MCARtest,cran,
mcauchyd,cran,
MCAvariants,cran,
mcb,cran,heming0425
MCBackscattering,cran,
mcBFtest,cran,
MCbiclust,bioc,
mcbiopi,cran,holgerschw
mccca,cran,
mccf1,cran,kirin666
mcclust,cran,
mccmeiv,cran,chrismattstat
mccr,cran,
mcemGLM,cran,acosta-stat
mcen,cran,
mcga,cran,
MChtest,cran,
MCI,cran,
MCID,cran,
MCL,cran,rforaita
mclcar,cran,shazhe
mclust,cran,luca-scr
mclustAddons,cran,luca-scr
mcmc,cran,cjgeyer
MCMC.OTU,cran,z0on
MCMC.qpcr,cran,z0on
MCMC4Extremes,cran,
mcmcabn,cran,
MCMCpack,cran,jongheepark
mcmcsae,cran,hjboonstra
MCMCtreeR,cran,markmark-zz
mcount,cran,
MCPAN,cran,
MCPMod,cran,
MCPModBC,cran,
MCPModGeneral,cran,ilaga
MCPtests,cran,
mcr,cran,
MCS,cran,
mCSEA,bioc,
MCSim,cran,
mctest,cran,itfeature
mcwr,cran,dcschneider
md,cran,
mda,cran,trevorhastie
mDAG,cran,wjzhong
mdapack,cran,uczhn
mded,cran,
mdendro,cran,albyfs
MDFS,cran,yoctozepto
mdhglm,cran,msnoh1
MDimNormn,cran,
MDMAPR,cran,alkabenawra
MDOLS,cran,
mdp,bioc,
MDPtoolbox,cran,gchapron
mdqc,bioc,
mdscore,cran,
mdsdt,cran,hawkrobe
MDSGUI,cran,
MDSMap,cran,
mdsOpt,cran,a-dudek-ue
MDSPCAShiny,cran,kartikeyabolar
MDSS,cran,tsutatsuta
mdthemes,cran,
MDTS,bioc,
mdw,cran,youyifong
MEAL,bioc,
meantables,cran,mbcann01
MeasurementError.cor,bioc,
measurements,cran,matthewabirk
measuRing,cran,wilarhen
MEB,bioc,
meboot,cran,
MEclustnet,cran,gormleyi
MED,cran,kcgchan
MedDietCalc,cran,miguelmenendezorenga
mederrRank,cran,
medExtractR,cran,
MediaK,cran,robertren
MediaNews,cran,
mediateP,cran,chaochengstat
mediationsens,cran,
MEDIPS,bioc,
MEDITS,cran,
MedLEA,cran,thiyangtdata
MEDME,bioc,
meerva,cran,
Mega2R,cran,danieleweeks
MEIGOR,bioc,
Melissa,bioc,
memgene,cran,ecologics
memify,cran,
MEMSS,cran,stevencarlislewalker
MendelianRandomization,cran,sb452
MEPDF,cran,
Mercator,cran,
Mergeomics,bioc,
merlin,cran,
MERO,cran,mohmedsoudy
merror,cran,rabilon
MeSHDbi,bioc,kokitsuyuzaki
MesKit,bioc,
messina,bioc,
messydates,cran,jhollway
Mestim,cran,
meta.shrinkage,cran,
meta4diag,cran,catefiora
Metab,bioc,
metaBLUE,cran,
MetabolAnalyze,cran,gormleyi
MetabolomicsBasics,cran,janlisec
metabolomicsWorkbenchR,bioc,
metabomxtr,bioc,
MetaboQC,cran,monicacalsan
MetaboSignal,bioc,
metacart,cran,github-ms
metaCCA,bioc,
metaCluster,cran,diprosinha
metacor,cran,elaliberte
MetaCyto,bioc,
metadynminer3d,cran,spiwokv
metafuse,cran,
metaGE,cran,
metaggR,cran,satopaa
metahdep,bioc,johnrstevens
MetaheuristicFPA,cran,
metaheuristicOpt,cran,lala-s-riza
MetaIntegrator,cran,aditya1101
metaLik,cran,
metaMA,cran,sblanck
MetaNeighbor,bioc,
metansue,cran,
metap,cran,deweyme
MetaPhOR,bioc,
metaplus,cran,kjbeath
metapod,bioc,
metapone,bioc,
metapower,cran,
metapro,cran,ysora
metaprotr,cran,aaronmilloro
metaRNASeq,cran,sblanck
metaSDTreg,cran,
metaSeq,bioc,kokitsuyuzaki
MetaSKAT,cran,leeshawn
MetaSubtract,cran,
metatest,cran,ingmarvisser
metaumbrella,cran,
MetaVolcanoR,bioc,
MetBrewer,cran,
MetChem,cran,tkcaccia
MetCirc,bioc,
MEtest,cran,
metevalue,cran,
MetGen,cran,
methimpute,bioc,
MethodCompare,cran,
MethPed,bioc,
MethTargetedNGS,bioc,
MethylAid,bioc,
MethylMix,bioc,
methylMnM,bioc,
methylPipe,bioc,
methylscaper,bioc,
MethylSeekR,bioc,
MetNet,bioc,
MeTo,cran,ullid
MetProc,cran,mchaffin17
metrix,cran,juanmac17
metRology,cran,
metropolis,cran,alexpkeil1
mewAvg,cran,apintar
mexhaz,cran,
mExplorer,cran,reimand0
mfa,bioc,
MFAg,cran,
mfdb,cran,lentinj
mFDP,cran,
MFSIS,cran,
MFT,cran,
MfUSampler,cran,asmahani
Mfuzz,bioc,
mfx,cran,a-fernihough
MGBT,cran,
mgcv,cran,
mgee2,cran,
MGFM,bioc,
MGFR,bioc,
mggd,cran,
MGL,cran,
MGLM,cran,juhkim111
MGMS2,cran,
mgpStreamingSDK,cran,nathcarr55
MGSDA,cran,irinagain
mgwrsar,cran,
mhazard,cran,
MHCtools,cran,jr-evolecol
MHD,cran,
MHDA,cran,
mHG,cran,kobiperl
mhsmm,cran,
mhtboot,cran,abhirupkgp
MHTrajectoryR,cran,masedki
mi,cran,
miaViz,bioc,
micEcon,cran,arne-henningsen
micEconAids,cran,arne-henningsen
micEconIndex,cran,arne-henningsen
micEconSNQP,cran,arne-henningsen
micemd,cran,vaudigier
MiChip,bioc,
miclust,cran,jobago
miCoPTCM,cran,
microbats,cran,stathwang
microbiomeExplorer,bioc,
MicrobiomeStat,cran,
MicroMacroMultilevel,cran,
micromapST,cran,jpearson0525
MicroNiche,cran,damienfinn
microplot,cran,rmheiberger
microPop,cran,helenkettle
microRNA,bioc,
microsamplingDesign,cran,ablommaert
microsynth,cran,michaelwrobbins
MICsplines,cran,yili-hong
MiDA,cran,
midasHLA,bioc,
midastouch,cran,philippgaffert
MIDN,cran,
migui,cran,
MIIPW,cran,atanubhattacharjee
miLineage,cran,
milorGWAS,cran,
mimi,cran,
mind,cran,andrea-fasulo
MindOnStats,cran,ajrgodfrey
mineCitrus,cran,
mined,cran,
MinEDfind,cran,
MineICA,bioc,
minet,bioc,meyerp-software
miniGUI,cran,
minimalRSD,cran,jiyosunny
minimax,cran,billvenables
minimaxdesign,cran,simonmak
MinimumDistance,bioc,
Minirand,cran,mj2149
miniUI,cran,jcheng5
minMSE,cran,sebastianoschneider
minpack.lm,cran,k-m-m
minque,cran,jacks306
minsample1,cran,anik4322
minsample2,cran,anik4322
MINTplates,cran,
MiPP,bioc,
mipplot,cran,
MiRaGE,bioc,
miRcomp,bioc,
miRecSurv,cran,dmorinya
miRetrieve,cran,
mirIntegrator,bioc,
MiRKAT,cran,aplantin
miRmine,bioc,
miRNAmeConverter,bioc,
miRNApath,bioc,
MiRNAQCD,cran,
miRNAss,cran,
miRNAtap,bioc,tisimpson
mirTarRnaSeq,bioc,
miRtest,cran,stephanartmann
miscF,cran,daifengstat
miscFuncs,cran,bentaylor1
miscIC,cran,andrewtitman
misclassGLM,cran,sdlugosz
mise,cran,
miselect,cran,
mispr,cran,
misPRIME,cran,
MisRepARMA,cran,dmorinya
misreport,cran,gregoryeady
missDeaths,cran,
MissingHandle,cran,sandipgarai
MissingPlotLSD,cran,debarghya9394
missMethyl,bioc,
Missplot,cran,shantanunayek
missRows,bioc,
missSOM,cran,rejebsara
mistat,cran,danielsan24
mistr,cran,
mistral,cran,biooss
misty,cran,
mitools,cran,tslumley
miWQS,cran,
mix,cran,
mixAK,cran,
MixAll,cran,joblion
mixbox,cran,mahditeimouri
mixcat,cran,papgeo
mixcure,cran,
mixdist,cran,
mixedClust,cran,mversionpenny
MixedIndTests,cran,bouchranasri
MixedLevelRSDs,cran,
MixedPoisson,cran,
mixedsde,cran,
MixedTS,cran,lore140378
mixexp,cran,jsl5-code
MIXFIM,cran,marie-karelle
MixGHD,cran,
mixKernel,cran,
MixOptim,cran,
mixPHM,cran,pmair78
mixRaschTools,cran,pamelapsc
mixreg,cran,rolfturner
MixSAL,cran,franczakius
MixSemiRob,cran,xshen049
mixsmsn,cran,
mixSPE,cran,
mixSSG,cran,mahditeimouri
mixture,cran,
MixtureInf,cran,cubranic
MixtureMissing,cran,hungtong
MixtureRegLTIC,cran,
MixTwice,cran,zzheng68
MixviR,cran,mikesovic
MKLE,cran,
MKMeans,cran,
mknapsack,cran,byapparov
mkssd,cran,doer0
ML.MSBD,cran,bjoelle
ML2Pvae,cran,converseg
mlapi,cran,dselivanov
mlbench,cran,
MLCIRTwithin,cran,
MLCM,cran,
MLDS,cran,
mle.tools,cran,jmazucheli
mlearning,cran,phgrosjean
MLEce,cran,lumiere1231
MLEcens,cran,
mlergm,cran,
mlf,cran,petersonkdon
mlflow,cran,mateiz
MLGdata,cran,
MLInterfaces,bioc,vjcitn
mlma,cran,qingzhaoyu
mlmm.gwas,cran,
mlmmm,cran,
MLModelSelection,cran,kuojunglee
MLMOI,cran,
mlmRev,cran,stevencarlislewalker
mlmts,cran,anloor7
MLP,bioc,tverbeke
mlpack,cran,rcurtin
MLpreemption,cran,jangraffelman
mlrpro,cran,
MLSeq,bioc,
mltest,cran,
mlVAR,cran,
MM2S,cran,bhaibeka
MM2Sdata,cran,bhaibeka
MM4LMM,cran,laportefab
mma,cran,qingzhaoyu
mmabig,cran,qingzhaoyu
MMAC,cran,joelkilty
mmc,cran,
Mmcsd,cran,gustavo039
MMD,cran,fjpreche
MMDai,cran,saki-jsu
MMDiff2,bioc,
MMDvariance,cran,weiliang
mme,cran,mestherlv
mmeln,cran,giguerch
mmeta,cran,
MMLR,cran,nadezdaspiridovska
mmmgee,cran,rmaster1
mmodely,cran,dranthropoid
mMPA,cran,
mmpp,cran,
mmsample,cran,
mmtsne,cran,benradford
MMUPHin,bioc,
MNARclust,cran,
mnda,cran,behnam-yousefi
mnj,cran,
MNLR,cran,kartikeyabolar
MNM,cran,klauschn
mnmer,cran,aandradebio
mnonr,cran,
mnorm,cran,bogdanpotanin
mnormt,cran,
mnreadR,cran,aureincm
MNS,cran,piomonti
mnt,cran,ebner-kit
moanin,bioc,
mob,cran,statcompute
MoBPS,cran,tpook92
mobr,cran,dmcglinn
MOCCA,cran,hkestler
MOCHA,cran,imran-aifi
mod09nrt,cran,prishabh
mod2rm,cran,
MODA,bioc,
Modalclust,cran,surajitstat
modehunt,cran,numbersman77
model4you,cran,heidiseibold
Modelcharts,cran,krishnaharsha
Modeler,cran,
modelfree,cran,
ModelMap,cran,
ModelMatrixModel,cran,xinyongtian
modelObj,cran,sth1402
modelSSE,cran,
modeltools,cran,thothorn
modelwordcloud,cran,
moderate.mediation,cran,
modernVA,cran,
ModEstM,cran,jeromepcollet
modesto,cran,
modMax,cran,
modQR,cran,
modTurPoint,cran,mousieur-g
moduleColor,cran,plangfelder
modygliani,cran,
MOFAT,cran,vroshanjoseph
mogavs,cran,
mogsa,bioc,
mokken,cran,
molaR,cran,
MoLE,cran,samlestrade2
molnet,cran,kathbaum
momentchi2,cran,
moments,cran,luqqe
MoMPCA,cran,
MonetDB.R,cran,
monitoR,cran,
monmlp,cran,alexcannon
monocle,bioc,
MonoInc,cran,
monomvn,cran,rbgramacy
MonoPoly,cran,berwinturlach
monoreg,cran,
monotone,cran,busingfmta
Monte.Carlo.se,cran,
MonteCarloSEM,cran,fatihorcan
moose,cran,
MOQA,cran,
moreparty,cran,
morph,cran,
morphomap,cran,aprofico
morse,cran,
mortAAR,cran,
MortalityTables,cran,kainhofer
MortCast,cran,hanase
mosaicModel,cran,dtkaplan
mosaics,bioc,
mosbi,bioc,
mosqcontrol,cran,
MOST,cran,dziakj1
mosum,cran,haeran-cho
MoTBFs,cran,admaldonado
motifcluster,cran,wgunderwood
motifcounter,bioc,
MotifDb,bioc,
motifmatchr,bioc,
moult,cran,birgiterni
movecost,cran,gianmarcoalberti
movMF,cran,
mpathsenser,cran,
MPBoost,cran,iullibarri
MPCI,cran,edgarsantos-fernandez
MPDiR,cran,
MPFE,bioc,cjb105
MPLikelihoodWB,cran,hasinurkhan
MplusTrees,cran,
mpmcorrelogram,cran,
MPN,cran,johnihrie
mpower,cran,
mpr,cran,
MPS,cran,mahditeimouri
MPsychoR,cran,pmair78
mpt,cran,
MPTinR,cran,singmann
MPV,cran,wjbraun
mpwR,cran,
MQmetrics,bioc,
Mqrcm,cran,
mratios,cran,
MRCE,cran,
MRFA,cran,chihli
mrfse,cran,rodrigorsdc
MRHawkes,cran,tomstindl
mri,cran,mrmarjan
MRmediation,cran,
mrMLM,cran,yuanmingzhang
mrMLM.GUI,cran,yuanmingzhang
mro,cran,
MRQoL,cran,
mrregression,cran,lgstat
MRS,cran,lm186
MRTAnalysis,cran,
MRTSampleSize,cran,pengliao
MRTSampleSizeBinary,cran,
ms.sev,cran,helgawesterlind
msa,bioc,
MSA2dist,bioc,
msae,cran,
msaeHB,cran,
msaFACE,cran,lwlr
msamp,cran,
msBP,cran,
msce,cran,cristoforosimonetto
MSclassifR,cran,
MSclust,cran,
MSCMT,cran,mabe0033
MScombine,cran,monicacalsan
mscp,cran,
MSCquartets,cran,johnarhodes
MSCsimtester,cran,eallman
msd,cran,cbradl23
msentropy,cran,yuanyueli
MSGARCH,cran,keblu
MSGARCHelm,cran,rrk4910
msgbsR,bioc,
msgpackR,cran,mikiya0417
msgps,cran,keihirose
msgr,cran,chadgoymer
msig,cran,
MSigSeg,cran,
mSimCC,cran,dmorinya
MSinference,cran,
msir,cran,luca-scr
mslp,bioc,
msltrend,cran,
msma,cran,
msme,cran,
msmsEDA,bioc,
msmsTests,bioc,
MSMwRA,cran,hsnbulut
MSnID,bioc,
MSPRT,cran,sandy-pramanik
MSQC,cran,edgarsantos-fernandez
MSSQL,cran,arni-magnusson
MSstats,bioc,
MSstatsConvert,bioc,
MSstatsQC,bioc,
MSstatsQCgui,bioc,
MSstatsSampleSize,bioc,
MSstatsTMT,bioc,
MST,cran,pcalhoun1
mstclustering,cran,kmfrick
mstDIF,cran,
mSTEM,cran,
mstherm,cran,jvolkening
mstknnclust,cran,jorgeklz
mstR,cran,
mstrio,cran,p-kowal
MSwM,cran,josepasanchez
MTAR,cran,lan
MTDrh,cran,
mtlgmm,cran,ytstat
MTPS,cran,ubclxing
MTS,cran,rtsay1
MUACz,cran,lkmramba
mudfold,cran,spybal
muhaz,cran,dwinsemius
Mulcom,bioc,
MullerPlot,cran,
mulset,cran,login-
MultAlloc,cran,jambrito
multDM,cran,kdrachal
MultEq,cran,
multfisher,cran,rmaster1
Multiaovbay,cran,omarruizec
multiApply,cran,anchiho
multiAssetOptions,cran,mike4358
MultiBaC,bioc,
multibiplotGUI,cran,ananieto
multicastR,cran,
multichull,cran,
multiClust,bioc,
MultiDataSet,bioc,
MultiFit,cran,shgrky
MultiGlarmaVarSel,cran,
multigroup,cran,eslamia
MultiGroupO,cran,caromillat
MultiJoin,cran,markusloecher
MultiKink,cran,chuangwan1994
multilaterals,cran,edoardobaldoni
MultiLCIRT,cran,
multilevel,cran,
multilevLCA,cran,
multiMarker,cran,silviadangelo
MultiMed,bioc,
MultimodalExperiment,bioc,
multimode,cran,jose-ameijeiras
multinet,cran,magnanim
MultinomialCI,cran,
multinomialLogitMix,cran,mqbssppe
multiOmicsViz,bioc,
MultiOrd,cran,bernice0321
multipanelfigure,cran,
MultiPhen,cran,
MultipleBreakpoints,cran,
MultipleBubbles,cran,pedroharaujo
multipleNCC,cran,
MultipleRegression,cran,
MultiplierDEA,cran,
multipol,cran,robinhankin
multiRDPG,cran,
multiridge,cran,
MultiRNG,cran,bernice0321
MultiRobust,cran,praetere
multiROC,cran,
MultiRR,cran,yimenaraya-ajoy
MultIS,cran,wagner-s
multiscan,bioc,
multiselect,cran,meisnera
multisensi,cran,
multisite.accuracy,cran,jrad1
MultiSkew,cran,
multisom,cran,sarra25
MultiStatM,cran,e-tau
multiUS,cran,mrmarjan
multivariance,cran,
MultivariateAnalysis,cran,
MultivariateRandomForest,cran,razrahman
MultiVarMI,cran,
MultiVarSel,cran,marie-perrotdockes
multiview,cran,bnaras
multiwave,cran,achardso
multiway,cran,
MultiwayRegression,cran,
multiwayvcov,cran,npgraham1
MultNonParam,cran,kolassa-dev
multtest,bioc,
multxpert,cran,eric-nantz
MuMIn,cran,
mumosa,bioc,
munsellinterpol,cran,glenndavis52
muRL,cran,ryantmoore
muscle,bioc,alextkalinka
MutationalPatterns,bioc,
MuViCP,cran,dmohit
MVA,cran,thothorn
MVar,cran,
MVar.pt,cran,
MvBinary,cran,masedki
mvbutils,cran,markbravington
MVCClass,bioc,
mvctm,cran,denufl
mvdalab,cran,
mvglmmRank,cran,akarl46556
MVisAGe,cran,vonnwalter23
mvLSW,cran,
mvLSWimpute,cran,
mvmesh,cran,jpnolan
MVN,cran,
mvna,cran,aallignol
mvngGrAd,cran,
mvnormalTest,cran,yz2777
mvnormtest,cran,
mvnTest,cran,
MVNtestchar,cran,githubwilly
mvord,cran,
mvoutlier,cran,petertuwien
MVPBT,cran,nomahi
mvProbit,cran,arne-henningsen
mvShapiroTest,cran,elizagestrada
mvSLOUCH,cran,
MVT,cran,faosorios
MVTests,cran,hsnbulut
mvtmeta,cran,hanchenphd
mwa,cran,schuttes
MWASTools,bioc,
MWLasso,cran,
MWRidge,cran,
MWright,cran,
mxkssd,cran,doer0
MXM,cran,
My.stepwise,cran,fu-chang
Mychisq,cran,atchanut
mycobacrvR,cran,
myCRAN,cran,barryzee
mygene,bioc,
myvariant,bioc,
mzID,bioc,
NADA,cran,
NADIA,cran,jjanborowka
NAEPirtparams,cran,sunnyjooey
NAEPprimer,cran,
naive,cran,
naivereg,cran,
NameNeedle,cran,
namespace,cran,warnes
NanoStringDiff,bioc,
NanoStringNCTools,bioc,
NanoTube,bioc,
NAP,cran,
naptanr,cran,dipad-fran-bryden
NB.MClust,cran,qianli10000
NBBDesigns,cran,
NBBttest,cran,yuande
NbClust,cran,
nbconvertR,cran,
NBDdirichlet,cran,feimingchen
NBDesign,cran,marvels2031
nbpMatching,cran,
NBR,cran,
NBShiny,cran,kartikeyabolar
NBShiny2,cran,kartikeyabolar
NBShiny3,cran,kartikeyabolar
NCA,cran,govertbuijs
ncappc,cran,
ncar,cran,
ncbit,cran,eastman
ncdf4,cran,davidwpierce
ncdfFlow,bioc,
nCDunnett,cran,
NCIgraph,bioc,
NCmisc,cran,nicholasjcooper
ncodeR,cran,codymarquart
NCSampling,cran,
NCSCopula,cran,bnasri
ndl,cran,dernarr
NDP,cran,kartikeyabolar
nearBynding,bioc,
neariso,cran,hhoeflin
neat,cran,m-signo
nebula,cran,
Necklaces,cran,
needmining,cran,
NegativeControlOutcomeAdjustment,cran,wheelerb
NegBinBetaBinreg,cran,
Neighboot,cran,
NeighborNet,bioc,
neighbr,cran,dbolotov
neldermead,cran,
nemBM,cran,mrmarjan
nephro,cran,pattaroc
NEpiC,cran,
NestedCategBayesImpute,cran,akandelanre
nestedpp,cran,braisgonzalezusc
NetActivity,bioc,
netbiov,bioc,
netboost,bioc,
netchain,cran,youjin1207
netClust,cran,
NetCluster,cran,
netcmc,cran,
netcontrol,cran,daklor
netcox,cran,ly129
NetDA,cran,lchen723
netDx,bioc,
NetExplorer,cran,sebastiansosa
NetFACS,cran,avrincon
netgwas,cran,pariya
nethet,bioc,
netie,cran,tianshilu
NetIndices,cran,karlines
NetInt,cran,
netjack,cran,daklor
netmediate,cran,
NetPreProc,cran,gvalentini58
netprioR,bioc,
netregR,cran,fmarrs3
NetSAM,bioc,
NetSci,cran,
netSEM,cran,laurabruckman
netShiny,cran,pariya
NetSimR,cran,netsimanalytics
NetSwan,cran,sergelhomme
network,cran,
networkDynamic,cran,skyebend
networkDynamicData,cran,skyebend
networkGen,cran,aidenloe
NeuCA,bioc,
NeuralSens,cran,jaipizgon
neuroblastoma,cran,
neuromplex,cran,
neuronorm,cran,
neuRosim,cran,ktabelow
Newdistns,cran,
newFocus,cran,
NewmanOmics,cran,
newTestSurvRec,cran,
nFactors,cran,raicheg
nfer,cran,
nftbart,cran,rsparapa
NGBVS,cran,alenazia
ngspatial,cran,drjphughesjr
NHANES,cran,rpruim
NHLData,cran,
nhm,cran,andrewtitman
NHMSAR,cran,
NHPoisson,cran,
nhs.predict,cran,g-tramonti
NHSDataDictionaRy,cran,
nhstplot,cran,nilsmy
niaidMI,cran,nmorris-lilly
nice,cran,cjgeyer
nifti.io,cran,
NightDay,cran,
nightmares,cran,
nilde,cran,
NiLeDAM,cran,
nimble,cran,paciorek
nimbleHMC,cran,danielturek
nimbleSCR,cran,danielturek
nimbleSMC,cran,paciorek
NipponMap,cran,stanimura
NIRStat,cran,johnzonwyk
NISTnls,cran,
NISTunits,cran,
nivm,cran,
nixmass,cran,
NlcOptim,cran,
nlcv,cran,lcougnaud
nleqslv,cran,
nlgm,cran,
NlinTS,cran,hmamouche
nlive,cran,
nlme,cran,
nlmeVPC,cran,ek-lee
nlmm,cran,
nlmrt,cran,nashjc
nlMS,cran,carmefont
nlnet,cran,
NLP,cran,
NLPclient,cran,fl0sch
NLPutils,cran,
nlreg,cran,
NLRoot,cran,zhengsengui
nlrr,cran,zhanyq
nlsem,cran,
nlsmsn,cran,
nlsr,cran,nashjc
nlstac,cran,
nlt,cran,
nlWaldTest,cran,olehjktu
nmadb,cran,
NMADiagT,cran,boyanglu
nmaplateplot,cran,
NMFN,cran,timothyliu-datascience
NMI,cran,terrytwu
Nmix,cran,petergreen5678
NMMIPW,cran,andrewyyp
NMTox,cran,rahmasarina
NMVANOVA,cran,
nmw,cran,
nna,cran,cristiano-pereira
nncc,cran,bbbruce
nnet,cran,
nnlasso,cran,doer0
nnls,cran,k-m-m
NNMIS,cran,
nnNorm,bioc,
nnt,cran,yangzhao98
NO.PING.PONG,cran,bpoconnor
node2vec,cran,tianyang-0523
noise,cran,audreyqyfu
noisemodel,cran,
NOISeq,bioc,
noisySBM,cran,tabea17
nomclust,cran,zdeneksulc
nomogramEx,cran,marsdu1989
nomordR,cran,
NonCompart,cran,
noncompliance,cran,
noncomplyR,cran,sscogges
nondetects,bioc,
nonLinearDotPlot,cran,sorendoring
NonlinearTSA,cran,
nonmem2R,cran,
nonnest2,cran,ecmerkle
NonNorMvtDist,cran,
nonpar,cran,
nonparametric.bayes,cran,erikseulean
Nonpareil,cran,lmrodriguezr
NonParRolCor,cran,jomopo
NonProbEst,cran,luiscastro193
nopaco,cran,
nopp,cran,
nor1mix,cran,mmaechler
nordklimdata1,cran,
norm,cran,john-d-fox
norm2,cran,josephlschafer
NORMA,cran,jesuspradaalonso
normalize450K,bioc,
normalizeH,cran,doer0
NormalLaplace,cran,dsco036
normalp,cran,
NormExpression,cran,gaoshant
NormqPCR,bioc,
nortest,cran,
nortestARMA,cran,lafaye
nose,cran,
NostalgiR,cran,
not,cran,ychen101
notebookutils,cran,
NovelDistns,cran,mutuasam
noweb,cran,
nparACT,cran,christineblume
NPARC,bioc,
nparcomp,cran,kerstinrubarth
nparLD,cran,
nparMD,cran,
nparsurv,cran,
NPBayesImputeCat,cran,
npbr,cran,
NPCD,cran,
NPCirc,cran,
npclust,cran,
npcopTest,cran,
NPCox,cran,yqml
npcp,cran,
npcs,cran,tctsung
npcure,cran,iullibarri
npcurePK,cran,
npde,cran,ecomets
npGSEA,bioc,
nph,cran,rmaster1
NPHazardRate,cran,
NPHMC,cran,
npIntFactRep,cran,josfeys
NPIstats,cran,tmaturi
nplplot,cran,danieleweeks
NPMLEcmprsk,cran,
npmlreg,cran,
npmr,cran,saberpowers
npmv,cran,amandaellis
npordtests,cran,
NPP,cran,hanzifei
nppbib,cran,dalling1
npphen,cran,joselastra
npreg,cran,
npregderiv,cran,osavchuk
nprobust,cran,
nproc,cran,yangfengstat
npROCRegression,cran,coterodriguez
nprotreg,cran,
npsf,cran,
npsurv,cran,yong3738
nptest,cran,
npwbs,cran,
nrba,cran,
NRejections,cran,mayamathur
nricens,cran,eisuke-inoue
NSAE,cran,
nsarfima,cran,
NScluster,cran,
nsga2R,cran,alan9956
nsga3,cran,shramkoartem
NSM3,cran,grantschneider
nsp,cran,
nspmix,cran,yong3738
nsRFA,cran,
nsROC,cran,
NST,cran,
NTW,bioc,
nucleR,bioc,
nuCpos,bioc,hkatomed
numberofalleles,cran,mkruijver
numbers,cran,hwborchers
Numero,cran,
numKM,cran,marsdu1989
numOSL,cran,pengjunucas
NutrienTrackeR,cran,rafael-ayala
nutriNetwork,cran,pariya
nutrition,cran,wleoncio
NVCSSL,cran,
nvmix,cran,
nzelect,cran,ellisp
o2plsda,cran,guokai8
oaColors,cran,
OAIHarvester,cran,
oaPlots,cran,
oaqc,cran,
OasisR,cran,
oaxaca,cran,
OBASpatial,cran,joalor93
obcost,cran,zangt2
objectProperties,cran,lawremi
objectSignals,cran,lawremi
OBL,cran,sta189332
obliqueRSF,cran,bcjaeger
OBMbpkg,cran,john-snyder
OBRE,cran,
OBsMD,cran,
obsSens,cran,glsnow
OCA,cran,
occ,cran,
occugene,bioc,
ocd,cran,
oceanic,cran,
oceanmap,cran,
OceanView,cran,karlines
oceCens,cran,
ockc,cran,
oclust,cran,pmcnichatmcmaster
ocomposition,cran,
OCplus,bioc,
octad,bioc,
ODataQuery,cran,
odk,cran,muntashiralarefin
ODMeans,cran,smorenoa
odseq,bioc,josejimenezluna
OEFPIL,cran,
OenoKPM,cran,angelogava
oesr,cran,
oews2020,cran,cmann3
oews2021,cran,cmann3
offlineChange,cran,weinijiahuan123
OGI,cran,
oglmx,cran,
OHCSpackage,cran,idmorley
Ohit,cran,
oii,cran,computermacgyver
OkNNE,cran,amjadali0313
OLCPM,cran,
oligo,bioc,
oligoClasses,bioc,
OLIN,bioc,
OLINgui,bioc,
OlinkAnalyze,cran,kathy-nevola
olr,cran,
omada,bioc,
OmegaG,cran,yujiaomai
omicade4,bioc,
OmicCircos,bioc,
omicplotR,bioc,
omicRexposome,bioc,
omics,cran,gcampanella
OMICsPCA,bioc,
OmicsPLS,cran,selbouhaddani-umc
omicsPrint,bioc,
Omisc,cran,
Omixer,bioc,
OmnibusFisher,cran,
omopr,cran,darrenjw
OnAge,cran,aursiber
OnboardClient,cran,
onc.api,cran,
OncoBayes2,cran,weberse2
oncomix,bioc,
oncoPredict,cran,maese005
Oncotree,cran,anikoszabo
oncrawlR,cran,
OneArm2stage,cran,
OneArmTTE,cran,
onemapsgapi,cran,
oneSENSE,bioc,
OneStep,cran,
ONETr,cran,
OneTwoSamples,cran,fbertran
onewaytests,cran,osmandag
onlineBcp,cran,
